         !	:	         1
         #	:	         2
     1,640	:	       251
 1,640,000	:	       252
     1,642	:	       253
     1,647	:	       254
 1,656,870	:	       255
 1,657,736	:	       256
     1,680	:	       257
     1,685	:	       258
 1,695,000	:	       259
     1,700	:	       260
     1,716	:	       261
     1,730	:	       262
     1,735	:	       263
 1,745,000	:	       264
 1,749,000	:	       265
     1,750	:	       266
 1,750,000	:	       267
 1,754,000	:	       268
     1,770	:	       269
 1,774,326	:	       270
 1,784,400	:	       271
     1,800	:	       272
1,800-a-year	:	       273
 1,802,000	:	       274
 1,809,300	:	       275
 1,810,700	:	       276
 1,816,000	:	       277
 1,826,596	:	       278
 1,828,000	:	       279
 1,837,800	:	       280
 1,838,200	:	       281
 1,839,600	:	       282
 1,843,000	:	       283
 1,848,000	:	       284
     1,850	:	       285
 1,853,735	:	       286
     1,859	:	       287
 1,874,000	:	       288
1,878-page	:	       289
     1,880	:	       290
     1,892	:	       291
     1,900	:	       292
     1,908	:	       293
     1,920	:	       294
     1,930	:	       295
     1,940	:	       296
     1,977	:	       297
 1,979,000	:	       298
     1,980	:	       299
     1-2-3	:	       300
1-800-453-9000	:	       301
     1-Dec	:	       302
  1-for-10	:	       303
  1-for-17	:	       304
1-million-plus	:	       305
    1-to-1	:	       306
        1.	:	       307
       1.0	:	       308
      1.01	:	       309
     1.011	:	       310
      1.02	:	       311
      1.03	:	       312
      1.04	:	       313
     1.045	:	       314
      1.05	:	       315
      1.06	:	       316
      1.07	:	       317
      1.08	:	       318
      1.09	:	       319
       1.1	:	       320
      1.10	:	       321
      1.11	:	       322
      1.12	:	       323
     1.125	:	       324
    1.1270	:	       325
    1.1280	:	       326
      1.13	:	       327
      1.14	:	       328
     1.142	:	       329
     1.143	:	       330
      1.15	:	       331
    1.1510	:	       332
    1.1580	:	       333
      1.16	:	       334
    1.1650	:	       335
     1.168	:	       336
      1.17	:	       337
     1.175	:	       338
      1.18	:	       339
      1.19	:	       340
    1.1960	:	       341
       1.2	:	       342
      1.20	:	       343
      1.21	:	       344
      1.22	:	       345
      1.23	:	       346
1.23-a-pound	:	       347
    1.2345	:	       348
      1.24	:	       349
      1.25	:	       350
     1.255	:	       351
      1.26	:	       352
    1.2645	:	       353
      1.27	:	       354
    1.2745	:	       355
    1.2795	:	       356
      1.28	:	       357
      1.29	:	       358
    1.2965	:	       359
       1.3	:	       360
      1.30	:	       361
      1.31	:	       362
      1.32	:	       363
    1.3210	:	       364
      1.33	:	       365
      1.34	:	       366
     1.342	:	       367
      1.35	:	       368
      1.36	:	       369
      1.37	:	       370
     1.375	:	       371
      1.38	:	       372
     1.388	:	       373
      1.39	:	       374
       1.4	:	       375
      1.40	:	       376
      1.41	:	       377
      1.42	:	       378
      1.43	:	       379
     1.439	:	       380
      1.44	:	       381
      1.45	:	       382
     1.457	:	       383
      1.46	:	       384
     1.465	:	       385
      1.47	:	       386
      1.48	:	       387
      1.49	:	       388
       1.5	:	       389
  1.5-mile	:	       390
      1.50	:	       391
      1.51	:	       392
      1.52	:	       393
      1.53	:	       394
      1.54	:	       395
    1.5463	:	       396
      1.55	:	       397
    1.5500	:	       398
    1.5523	:	       399
      1.56	:	       400
      1.57	:	       401
    1.5753	:	       402
    1.5755	:	       403
    1.5765	:	       404
    1.5775	:	       405
    1.5795	:	       406
      1.58	:	       407
    1.5805	:	       408
    1.5820	:	       409
    1.5825	:	       410
    1.5840	:	       411
    1.5885	:	       412
    1.5890	:	       413
      1.59	:	       414
    1.5920	:	       415
    1.5930	:	       416
    1.5940	:	       417
    1.5990	:	       418
       1.6	:	       419
 1.6-liter	:	       420
      1.60	:	       421
    1.6030	:	       422
    1.6055	:	       423
      1.61	:	       424
    1.6143	:	       425
    1.6145	:	       426
      1.62	:	       427
     1.625	:	       428
      1.63	:	       429
     1.637	:	       430
      1.64	:	       431
      1.65	:	       432
      1.66	:	       433
      1.67	:	       434
      1.68	:	       435
      1.69	:	       436
       1.7	:	       437
      1.70	:	       438
1.70-to-1.90	:	       439
      1.71	:	       440
      1.72	:	       441
      1.73	:	       442
      1.74	:	       443
      1.75	:	       444
      1.76	:	       445
    1.7600	:	       446
      1.77	:	       447
      1.78	:	       448
      1.79	:	       449
       1.8	:	       450
      1.80	:	       451
      1.81	:	       452
      1.82	:	       453
    1.8200	:	       454
      1.83	:	       455
    1.8300	:	       456
    1.8305	:	       457
    1.8340	:	       458
    1.8353	:	       459
    1.8355	:	       460
      1.84	:	       461
    1.8400	:	       462
    1.8410	:	       463
    1.8415	:	       464
    1.8435	:	       465
    1.8470	:	       466
    1.8480	:	       467
    1.8485	:	       468
      1.85	:	       469
    1.8500	:	       470
    1.8535	:	       471
    1.8560	:	       472
    1.8578	:	       473
      1.86	:	       474
1.8650-1.8850	:	       475
    1.8655	:	       476
    1.8665	:	       477
    1.8667	:	       478
    1.8685	:	       479
    1.8690	:	       480
      1.87	:	       481
 1.87-mark	:	       482
    1.8720	:	       483
    1.8735	:	       484
    1.8740	:	       485
     1.875	:	       486
      1.88	:	       487
    1.8895	:	       488
      1.89	:	       489
       1.9	:	       490
      1.90	:	       491
    1.9000	:	       492
    1.9083	:	       493
      1.91	:	       494
    1.9140	:	       495
     1.916	:	       496
    1.9166	:	       497
      1.92	:	       498
      1.93	:	       499
    1.9375	:	       500
      1.94	:	       501
      1.95	:	       502
      1.96	:	       503
      1.97	:	       504
      1.98	:	       505
      1.99	:	       506
    1/10th	:	       507
      1/16	:	       508
       1/2	:	       509
1/2-foot-tall	:	       510
  1/2-inch	:	       511
  1/2-mile	:	       512
  1/2-room	:	       513
  1/2-week	:	       514
  1/2-year	:	       515
      1/20	:	       516
      1/32	:	       517
       1/4	:	       518
  1/4-inch	:	       519
       1/8	:	       520
        10	:	       521
    10%-12	:	       522
 10%-owned	:	       523
    10,000	:	       524
10,000-circulation	:	       525
    10,004	:	       526
10,100,000	:	       527
    10,300	:	       528
10,450,000	:	       529
10,674,500	:	       530
    10,873	:	       531
     10-11	:	       532
      10-2	:	       533
      10-K	:	       534
10-a-share	:	       535
10-cent-a-share	:	       536
    10-day	:	       537
   10-fold	:	       538
 10-gallon	:	       539
    10-lap	:	       540
 10-member	:	       541
  10-month	:	       542
10-month-long	:	       543
  10-point	:	       544
10-square-mile	:	       545
   10-step	:	       546
  10-store	:	       547
   10-to-1	:	       548
   10-week	:	       549
   10-year	:	       550
10-year-old	:	       551
     10.01	:	       552
     10.03	:	       553
     10.05	:	       554
  10.06.89	:	       555
     10.08	:	       556
     10.09	:	       557
      10.1	:	       558
     10.11	:	       559
     10.12	:	       560
    10.125	:	       561
     10.13	:	       562
     10.14	:	       563
     10.16	:	       564
     10.17	:	       565
     10.19	:	       566
      10.2	:	       567
      10.3	:	       568
     10.30	:	       569
     10.33	:	       570
     10.35	:	       571
     10.37	:	       572
    10.375	:	       573
     10.38	:	       574
      10.4	:	       575
     10.40	:	       576
     10.43	:	       577
     10.44	:	       578
     10.48	:	       579
    10.485	:	       580
      10.5	:	       581
     10.50	:	       582
   10.5625	:	       583
     10.59	:	       584
      10.6	:	       585
     10.62	:	       586
    10.625	:	       587
     10.66	:	       588
      10.7	:	       589
     10.72	:	       590
     10.75	:	       591
     10.77	:	       592
     10.78	:	       593
      10.8	:	       594
     10.83	:	       595
     10.86	:	       596
    10.875	:	       597
      10.9	:	       598
     10.93	:	       599
     10.95	:	       600
    10.958	:	       601
     10.97	:	       602
     10.98	:	       603
     10/32	:	       604
       100	:	       605
100%-owned	:	       606
   100,000	:	       607
100,000-guest	:	       608
   100,980	:	       609
 100-Share	:	       610
  100-acre	:	       611
100-foot-long	:	       612
100-megabyte	:	       613
100-member	:	       614
  100-mile	:	       615
 100-point	:	       616
100-point-equivalency	:	       617
100-point-plus	:	       618
 100-share	:	       619
 100-stock	:	       620
100-year-old	:	       621
    100.05	:	       622
     100.2	:	       623
     100.4	:	       624
     100.5	:	       625
   100.625	:	       626
     100.8	:	       627
    100.96	:	       628
      1000	:	       629
     100th	:	       630
       101	:	       631
   101,000	:	       632
   101,250	:	       633
101-year-old	:	       634
   101.225	:	       635
     101.4	:	       636
    101.45	:	       637
     101.5	:	       638
    101.60	:	       639
     101.7	:	       640
    101.75	:	       641
    101.80	:	       642
    101.90	:	       643
    101.95	:	       644
    101.98	:	       645
   1017.69	:	       646
       102	:	       647
   102,000	:	       648
    102.01	:	       649
    102.06	:	       650
     102.1	:	       651
    102.25	:	       652
     102.5	:	       653
   102.625	:	       654
       103	:	       655
   103,000	:	       656
103-nation	:	       657
    103.05	:	       658
     103.1	:	       659
    103.98	:	       660
       104	:	       661
     104.1	:	       662
    104.75	:	       663
    104.79	:	       664
     104.8	:	       665
       105	:	       666
   105,000	:	       667
     105.2	:	       668
    105.39	:	       669
     105.4	:	       670
       106	:	       671
   106,100	:	       672
    106.06	:	       673
     106.2	:	       674
     106.6	:	       675
     106.7	:	       676
      1069	:	       677
       107	:	       678
   107,100	:	       679
    107.03	:	       680
    107.50	:	       681
     107.8	:	       682
    107.87	:	       683
     107.9	:	       684
       108	:	       685
 108-point	:	       686
108-year-old	:	       687
     108.1	:	       688
     108.2	:	       689
    108.28	:	       690
     108.3	:	       691
     108.4	:	       692
     108.6	:	       693
   108.625	:	       694
     108.8	:	       695
       109	:	       696
   109,000	:	       697
    109.25	:	       698
     109.4	:	       699
    109.50	:	       700
    109.66	:	       701
    109.73	:	       702
    109.85	:	       703
      1099	:	       704
     10:08	:	       705
     10:10	:	       706
     10:15	:	       707
     10:25	:	       708
     10:30	:	       709
     10:33	:	       710
     10:40	:	       711
     10:45	:	       712
       10K	:	       713
      10th	:	       714
10th-biggest	:	       715
        11	:	       716
    11,000	:	       717
    11,116	:	       718
11,141,711	:	       719
11,390,000	:	       720
11,429,243	:	       721
    11,450	:	       722
    11,580	:	       723
    11,586	:	       724
    11,700	:	       725
11,742,368	:	       726
    11,762	:	       727
11,775,000	:	       728
    11,795	:	       729
11,820,000	:	       730
      11-2	:	       731
11-a-share	:	       732
  11-class	:	       733
 11-member	:	       734
11-month-old	:	       735
  11-point	:	       736
   11-week	:	       737
   11-year	:	       738
      11.0	:	       739
     11.01	:	       740
     11.04	:	       741
     11.07	:	       742
     11.08	:	       743
      11.1	:	       744
     11.10	:	       745
     11.11	:	       746
    11.125	:	       747
     11.13	:	       748
      11.2	:	       749
     11.25	:	       750
     11.28	:	       751
      11.3	:	       752
     11.38	:	       753
      11.4	:	       754
     11.41	:	       755
     11.44	:	       756
      11.5	:	       757
     11.50	:	       758
     11.53	:	       759
     11.56	:	       760
     11.57	:	       761
      11.6	:	       762
     11.60	:	       763
    11.625	:	       764
     11.66	:	       765
      11.7	:	       766
     11.71	:	       767
     11.72	:	       768
11.75-a-share	:	       769
     11.79	:	       770
      11.8	:	       771
     11.80	:	       772
     11.88	:	       773
      11.9	:	       774
     11.90	:	       775
     11.91	:	       776
     11.95	:	       777
     11/16	:	       778
     11/32	:	       779
       110	:	       780
   110,000	:	       781
110-lawyer	:	       782
 110-story	:	       783
     110.1	:	       784
     110.4	:	       785
     110.6	:	       786
   110.625	:	       787
     110.9	:	       788
       111	:	       789
   111,000	:	       790
     111.2	:	       791
    111.48	:	       792
     111.9	:	       793
     11150	:	       794
       112	:	       795
   112,000	:	       796
   112,383	:	       797
    112.16	:	       798
     112.2	:	       799
     112.5	:	       800
    112.50	:	       801
   112.625	:	       802
     112.9	:	       803
       113	:	       804
     113.2	:	       805
       114	:	       806
     114.2	:	       807
     114.3	:	       808
     114.4	:	       809
     114.5	:	       810
     114.6	:	       811
    114.63	:	       812
     114.7	:	       813
    114.76	:	       814
       115	:	       815
115,000-square-foot	:	       816
       116	:	       817
   116,000	:	       818
116,385,000	:	       819
     116.3	:	       820
     116.4	:	       821
    116.56	:	       822
     116.7	:	       823
     116.8	:	       824
     116.9	:	       825
    116.91	:	       826
     116th	:	       827
       117	:	       828
  117-acre	:	       829
     117.2	:	       830
     117.3	:	       831
   117.375	:	       832
     117.7	:	       833
     117.9	:	       834
    117.94	:	       835
       118	:	       836
     118.6	:	       837
       119	:	       838
     119.2	:	       839
    119.88	:	       840
   1190.43	:	       841
   1191.86	:	       842
   1199.32	:	       843
     11:08	:	       844
     11:13	:	       845
     11:15	:	       846
     11:30	:	       847
     11:54	:	       848
     11:59	:	       849
      11th	:	       850
11th-biggest	:	       851
11th-grade	:	       852
 11th-hour	:	       853
        12	:	       854
    12,000	:	       855
12,006,883	:	       856
12,017,724	:	       857
    12,092	:	       858
12,190,000	:	       859
    12,252	:	       860
    12,275	:	       861
    12,281	:	       862
12,283,217	:	       863
    12,345	:	       864
12,470,000	:	       865
    12,500	:	       866
12,500,000	:	       867
12,573,758	:	       868
    12,591	:	       869
12,822,563	:	       870
12,915,000	:	       871
      12-2	:	       872
    12-bed	:	       873
12-cent-a-share	:	       874
  12-count	:	       875
 12-county	:	       876
    12-day	:	       877
 12-inches	:	       878
 12-member	:	       879
 12-minute	:	       880
  12-month	:	       881
   12-pack	:	       882
  12-point	:	       883
12-story-high	:	       884
   12-year	:	       885
12-year-old	:	       886
     12.05	:	       887
     12.09	:	       888
      12.1	:	       889
     12.10	:	       890
     12.12	:	       891
    12.125	:	       892
      12.2	:	       893
     12.25	:	       894
      12.3	:	       895
    12.375	:	       896
     12.38	:	       897
     12.39	:	       898
      12.4	:	       899
     12.43	:	       900
     12.44	:	       901
     12.45	:	       902
     12.48	:	       903
     12.49	:	       904
      12.5	:	       905
     12.50	:	       906
     12.52	:	       907
     12.57	:	       908
      12.6	:	       909
     12.60	:	       910
     12.66	:	       911
     12.68	:	       912
      12.7	:	       913
     12.74	:	       914
     12.75	:	       915
     12.76	:	       916
     12.78	:	       917
      12.8	:	       918
12.8-pound	:	       919
     12.82	:	       920
    12.875	:	       921
      12.9	:	       922
   12.9375	:	       923
     12.94	:	       924
     12.95	:	       925
     12.97	:	       926
     12.98	:	       927
     12/32	:	       928
       120	:	       929
   120,000	:	       930
120,000-employee	:	       931
   120-140	:	       932
120-a-share	:	       933
   120-day	:	       934
120-megabyte	:	       935
     120.1	:	       936
     120.2	:	       937
     120.6	:	       938
     120.7	:	       939
    120.75	:	       940
     120.8	:	       941
      1200	:	       942
   1205.01	:	       943
   1205.19	:	       944
   1206.26	:	       945
       121	:	       946
     121.2	:	       947
     121.6	:	       948
   1210.70	:	       949
       122	:	       950
   122,700	:	       951
    122.36	:	       952
     122.4	:	       953
     122.7	:	       954
       123	:	       955
   123,000	:	       956
     123.1	:	       957
     123.5	:	       958
     123.6	:	       959
     123.7	:	       960
     123.8	:	       961
     123.9	:	       962
   1230.80	:	       963
   1236.66	:	       964
       124	:	       965
   124,000	:	       966
   124,732	:	       967
   124,875	:	       968
124-year-old	:	       969
     124.2	:	       970
     124.5	:	       971
   1247.87	:	       972
       125	:	       973
   125,000	:	       974
   125,075	:	       975
   125,849	:	       976
125-a-share	:	       977
125-billion-a-year	:	       978
     125.1	:	       979
     125.7	:	       980
   1254.27	:	       981
       126	:	       982
   126,000	:	       983
126,630,000	:	       984
     126.1	:	       985
    126.15	:	       986
     126.6	:	       987
    126.68	:	       988
   1263.51	:	       989
       127	:	       990
   127,446	:	       991
    127.03	:	       992
     127.5	:	       993
       128	:	       994
     128.1	:	       995
    128.19	:	       996
     128.6	:	       997
     128.7	:	       998
     128.9	:	       999
       129	:	      1000
    129.22	:	      1001
    129.24	:	      1002
    129.25	:	      1003
     129.3	:	      1004
    129.38	:	      1005
    129.48	:	      1006
    129.49	:	      1007
     129.6	:	      1008
    129.62	:	      1009
    129.63	:	      1010
    129.72	:	      1011
    129.84	:	      1012
    129.87	:	      1013
    129.90	:	      1014
    129.91	:	      1015
    129.97	:	      1016
     12:01	:	      1017
     12:06	:	      1018
     12:07	:	      1019
     12:15	:	      1020
     12:38	:	      1021
     12:48	:	      1022
     12:49	:	      1023
     12:54	:	      1024
      12th	:	      1025
12th-worst	:	      1026
        13	:	      1027
    13,000	:	      1028
    13,056	:	      1029
    13,120	:	      1030
    13,249	:	      1031
    13,400	:	      1032
    13,433	:	      1033
    13,575	:	      1034
13,865,000	:	      1035
     13-12	:	      1036
      13-7	:	      1037
   13-hour	:	      1038
 13-nation	:	      1039
  13-point	:	      1040
  13-pound	:	      1041
   13-week	:	      1042
     13.02	:	      1043
     13.05	:	      1044
     13.07	:	      1045
      13.1	:	      1046
     13.15	:	      1047
     13.18	:	      1048
      13.2	:	      1049
     13.25	:	      1050
     13.26	:	      1051
     13.27	:	      1052
      13.3	:	      1053
     13.32	:	      1054
     13.34	:	      1055
     13.35	:	      1056
     13.39	:	      1057
      13.4	:	      1058
     13.44	:	      1059
      13.5	:	      1060
     13.50	:	      1061
     13.57	:	      1062
      13.6	:	      1063
    13.625	:	      1064
     13.63	:	      1065
     13.64	:	      1066
     13.65	:	      1067
     13.67	:	      1068
      13.7	:	      1069
     13.71	:	      1070
     13.73	:	      1071
     13.75	:	      1072
     13.78	:	      1073
     13.79	:	      1074
      13.8	:	      1075
     13.81	:	      1076
    13.851	:	      1077
      13.9	:	      1078
     13.90	:	      1079
     13.94	:	      1080
     13.97	:	      1081
     13/16	:	      1082
     13/32	:	      1083
       130	:	      1084
   130,000	:	      1085
130-lawyer	:	      1086
  130-unit	:	      1087
    130.09	:	      1088
     130.1	:	      1089
    130.13	:	      1090
    130.16	:	      1091
     130.2	:	      1092
    130.25	:	      1093
    130.36	:	      1094
    130.46	:	      1095
     130.6	:	      1096
     130.7	:	      1097
    130.73	:	      1098
    130.76	:	      1099
    130.80	:	      1100
   130.875	:	      1101
   1304.23	:	      1102
       131	:	      1103
   131,146	:	      1104
    131.01	:	      1105
    131.04	:	      1106
     131.3	:	      1107
    131.34	:	      1108
    131.64	:	      1109
       132	:	      1110
   132,000	:	      1111
132,620,000	:	      1112
  132-acre	:	      1113
    132.00	:	      1114
     132.1	:	      1115
     132.6	:	      1116
     132.8	:	      1117
     132.9	:	      1118
       133	:	      1119
     133.1	:	      1120
     133.4	:	      1121
     133.7	:	      1122
     133.8	:	      1123
       134	:	      1124
   134,000	:	      1125
   134,550	:	      1126
134,750,000	:	      1127
134-lawyer	:	      1128
     134.2	:	      1129
     134.8	:	      1130
     134.9	:	      1131
       135	:	      1132
   135,000	:	      1133
135,860,000	:	      1134
    135.09	:	      1135
     135.2	:	      1136
     135.3	:	      1137
     135.6	:	      1138
     135.9	:	      1139
       136	:	      1140
   136,000	:	      1141
   136,800	:	      1142
  136-page	:	      1143
136-year-old	:	      1144
    136.28	:	      1145
     136.4	:	      1146
       137	:	      1147
   137,200	:	      1148
137,550,000	:	      1149
     137.2	:	      1150
    137.20	:	      1151
     137.4	:	      1152
     137.5	:	      1153
     137.6	:	      1154
     137.8	:	      1155
       138	:	      1156
     138.4	:	      1157
   138.625	:	      1158
   1385.72	:	      1159
       139	:	      1160
    139.10	:	      1161
    139.30	:	      1162
    139.75	:	      1163
     139.8	:	      1164
    139.95	:	      1165
       13D	:	      1166
      13th	:	      1167
        14	:	      1168
    14,000	:	      1169
    14,099	:	      1170
    14,505	:	      1171
14,560,000	:	      1172
14,580,000	:	      1173
14,789,000	:	      1174
    14,821	:	      1175
  14-Sept.	:	      1176
   14-foot	:	      1177
   14-hour	:	      1178
  14-judge	:	      1179
  14-month	:	      1180
  14-point	:	      1181
  14-pound	:	      1182
   14-ship	:	      1183
   14-year	:	      1184
14-year-old	:	      1185
       14.	:	      1186
     14.00	:	      1187
     14.06	:	      1188
      14.1	:	      1189
     14.11	:	      1190
    14.125	:	      1191
     14.13	:	      1192
      14.2	:	      1193
     14.22	:	      1194
     14.24	:	      1195
     14.25	:	      1196
     14.26	:	      1197
     14.27	:	      1198
     14.28	:	      1199
      14.3	:	      1200
     14.31	:	      1201
    14.375	:	      1202
      14.4	:	      1203
     14.43	:	      1204
     14.44	:	      1205
      14.5	:	      1206
     14.50	:	      1207
     14.53	:	      1208
     14.54	:	      1209
      14.6	:	      1210
     14.60	:	      1211
     14.66	:	      1212
      14.7	:	      1213
     14.70	:	      1214
     14.75	:	      1215
     14.76	:	      1216
      14.8	:	      1217
     14.85	:	      1218
      14.9	:	      1219
     14.90	:	      1220
    14.933	:	      1221
     14.95	:	      1222
     14.97	:	      1223
     14.99	:	      1224
     14/32	:	      1225
       140	:	      1226
   140,000	:	      1227
 140-point	:	      1228
     140.1	:	      1229
   140.106	:	      1230
    140.73	:	      1231
    140.74	:	      1232
    140.90	:	      1233
    140.91	:	      1234
    140.95	:	      1235
    140.97	:	      1236
   1406.29	:	      1237
       141	:	      1238
   141,903	:	      1239
     141.1	:	      1240
    141.33	:	      1241
    141.35	:	      1242
    141.45	:	      1243
    141.50	:	      1244
    141.52	:	      1245
    141.55	:	      1246
    141.57	:	      1247
    141.60	:	      1248
    141.65	:	      1249
    141.70	:	      1250
     141.8	:	      1251
    141.80	:	      1252
    141.85	:	      1253
     141.9	:	      1254
    141.90	:	      1255
    141.93	:	      1256
    141.95	:	      1257
       142	:	      1258
   142,117	:	      1259
142-143.50	:	      1260
  142-page	:	      1261
    142.02	:	      1262
    142.10	:	      1263
    142.15	:	      1264
    142.17	:	      1265
     142.2	:	      1266
    142.25	:	      1267
     142.3	:	      1268
    142.32	:	      1269
     142.4	:	      1270
    142.40	:	      1271
    142.43	:	      1272
     142.5	:	      1273
    142.55	:	      1274
     142.7	:	      1275
    142.70	:	      1276
    142.75	:	      1277
    142.80	:	      1278
    142.84	:	      1279
    142.85	:	      1280
    142.95	:	      1281
       143	:	      1282
   143,000	:	      1283
   143,178	:	      1284
   143,534	:	      1285
   143,800	:	      1286
    143.08	:	      1287
     143.4	:	      1288
     143.6	:	      1289
    143.60	:	      1290
    143.80	:	      1291
    143.88	:	      1292
    143.93	:	      1293
       144	:	      1294
   144,610	:	      1295
     144.1	:	      1296
    144.17	:	      1297
    144.35	:	      1298
     144.4	:	      1299
     144.5	:	      1300
    144.57	:	      1301
    144.60	:	      1302
    144.80	:	      1303
     144.9	:	      1304
       145	:	      1305
   145,954	:	      1306
   145-150	:	      1307
     145.2	:	      1308
    145.21	:	      1309
     145.4	:	      1310
    145.45	:	      1311
     145.7	:	      1312
    145.96	:	      1313
       146	:	      1314
     146.3	:	      1315
     146.6	:	      1316
     146.8	:	      1317
   1462.93	:	      1318
   1466.29	:	      1319
       147	:	      1320
   147,121	:	      1321
147,300-share	:	      1322
     147.5	:	      1323
     147.6	:	      1324
   147.874	:	      1325
   1472.76	:	      1326
       148	:	      1327
   148,000	:	      1328
148-a-share	:	      1329
     148.5	:	      1330
    148.85	:	      1331
     148.9	:	      1332
   1482.62	:	      1333
       149	:	      1334
     149.3	:	      1335
     149.5	:	      1336
